"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Kurort Oybin","Sachsen","Kurort Oybin, Sachsen","(SN)",5.375,8.325,4.69151458333333,2,13.8
"Murnau am Staffelsee","Bayern","Murnau am Staffelsee, Bayern","(BY)",6.375,10.625,5.41322881944444,3,4.7
"Senftenberg","Brandenburg","Senftenberg, Brandenburg","(BB)",5.575,11.4,4.49424861111111,1,15.2
"Bad Salzuflen","Nordrhein-Westfalen","Bad Salzuflen, Nordrhein-Westfalen","(NW)",5.4125,11.425,4.44216875,2,14.5
"Hann. Münden","Niedersachsen","Hann. Münden, Niedersachsen","(NI)",5.8,11.225,4.936709375,2,12
"Hagnau am Bodensee","Baden-Württemberg","Hagnau am Bodensee, Baden-Württemberg","(BW)",7,11.525,5.47581458333333,3,3.4
"Langenargen","Baden-Württemberg","Langenargen, Baden-Württemberg","(BW)",6.425,11.025,5.53083576388889,4,8.5
"Wolfsburg","Niedersachsen","Wolfsburg, Niedersachsen","(NI)",5.625,11.4875,5.36110138888889,2,11.6
"Rerik","Mecklenburg-Vorpommern","Rerik, Mecklenburg-Vorpommern","(MV)",6.025,7.4,3.19102083333333,2,17.6
"Hameln","Niedersachsen","Hameln, Niedersachsen","(NI)",5.9125,11.2875,4.83353090277778,2,12.8
"Möhnesee","Nordrhein-Westfalen","Möhnesee, Nordrhein-Westfalen","(NW)",4.8375,10.5,4.13989027777778,1,17.6
"Schillig","Niedersachsen","Schillig, Niedersachsen","(NI)",5.95,9.1375,3.78528333333333,2,16
"Rathen","Sachsen","Rathen, Sachsen","(SN)",5.45,12,4.65167847222222,1,14.2
"Meißen","Sachsen","Meißen, Sachsen","(SN)",5.65,12.1875,4.76261006944444,1,10.3
"Rottach-Egern","Bayern","Rottach-Egern, Bayern","(BY)",5.875,10.8625,5.55059201388889,3,6.5
"Eltville am Rhein","Hessen","Eltville am Rhein, Hessen","(HE)",7.275,12.5625,6.17864652777778,4,7.9
"Bad Muskau","Sachsen","Bad Muskau, Sachsen","(SN)",5.475,11.025,5.19342222222222,1,16
"Boppard","Rheinland-Pfalz","Boppard, Rheinland-Pfalz","(RP)",6.975,12.4875,6.10838090277778,3,17.18
"Bad Tölz","Bayern","Bad Tölz, Bayern","(BY)",6.05,11.1125,5.44302951388889,3,6.9
"Xanten","Nordrhein-Westfalen","Xanten, Nordrhein-Westfalen","(NW)",5.5875,11.525,6.73320625,2,19
"Dahme","Schleswig-Holstein","Dahme, Schleswig-Holstein","(SH)",6.0625,7.875,3.72258958333333,2,14.8
"Ruhpolding","Bayern","Ruhpolding, Bayern","(BY)",5.025,11.675,5.22259618055556,2,11.7
"Stade","Niedersachsen","Stade, Niedersachsen","(NI)",5.525,9.7875,4.28553402777778,2,17.2
"Dangast","Niedersachsen","Dangast, Niedersachsen","(NI)",5.675,9.725,3.90286631944444,2,12
"Oberhausen","Nordrhein-Westfalen","Oberhausen, Nordrhein-Westfalen","(NW)",5.7,11.7,6.83592326388889,2,18.47
"Gießen","Hessen","Gießen, Hessen","(HE)",6.65,11.9,6.21401631944444,4,8.4
"Siegen","Nordrhein-Westfalen","Siegen, Nordrhein-Westfalen","(NW)",5.25,10.7375,4.37851041666667,3,23.5
"Hüde (Dümmer)","Niedersachsen","Hüde (Dümmer), Niedersachsen","(NI)",5.9375,11.075,5.31101805555556,2,9.6
"Tübingen","Baden-Württemberg","Tübingen, Baden-Württemberg","(BW)",7.25,12.4875,4.80497118055556,3,2.4
"Schneverdingen (Lüneburger Heide)","Niedersachsen","Schneverdingen (Lüneburger Heide), Niedersachsen","(NI)",5.1,10.1625,4.73458923611111,2,13.66
"Landshut","Bayern","Landshut, Bayern","(BY)",6.35,12.0375,6.61190069444444,3,8.6
"Beilngries (Altmühltal)","Bayern","Beilngries (Altmühltal), Bayern","(BY)",6.4,11.2875,5.71335416666667,3,10.8
"Oberwiesenthal","Sachsen","Oberwiesenthal, Sachsen","(SN)",5.4625,6.3125,4.59682430555556,2,16.4
"Baltrum","Niedersachsen","Baltrum, Niedersachsen","(NI)",4.4875,8.975,5.76624618055556,1,32.95
"Langeoog","Niedersachsen","Langeoog, Niedersachsen","(NI)",4.8,8.9875,5.76624618055556,1,32.69
"Spiekeroog","Niedersachsen","Spiekeroog, Niedersachsen","(NI)",5.8375,9,3.95358715277778,2,15.1
"Amrum","Schleswig-Holstein","Amrum, Schleswig-Holstein","(SH)",5.625,4.6625,2.99695798611111,3,11.6
"Pellworm","Schleswig-Holstein","Pellworm, Schleswig-Holstein","(SH)",5.5,4.2875,3.54006076388889,2,12.5
"Tangermünde","Sachsen-Anhalt","Tangermünde, Sachsen-Anhalt","(ST)",5.9375,11.35,5.17341354166667,2,11.9
"Kaiserslautern","Rheinland-Pfalz","Kaiserslautern, Rheinland-Pfalz","(RP)",6.825,11.7875,5.433553125,4,5.7
"Neustadt an der Weinstraße","Rheinland-Pfalz","Neustadt an der Weinstraße, Rheinland-Pfalz","(RP)",7.125,12.8625,5.38504652777778,4,5.5
"Meppen","Niedersachsen","Meppen, Niedersachsen","(NI)",5.475,10.7,5.35622152777778,2,22.2
"Wittenberge","Brandenburg","Wittenberge, Brandenburg","(BB)",5.725,10.9375,4.86702708333333,2,15.8
"Frankfurt (Oder)","Brandenburg","Frankfurt (Oder), Brandenburg","(BB)",5.8625,10.85,5.05923090277778,2,12.5
"Daun (Eifel)","Rheinland-Pfalz","Daun (Eifel), Rheinland-Pfalz","(RP)",5.8125,8.9,5.16929756944444,3,18.05
