"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Niendorf","Schleswig-Holstein","Niendorf, Schleswig-Holstein","(SH)",6.97142857142857,2.17142857142857,4.43388214285714,5,0.8
"Paderborn","Nordrhein-Westfalen","Paderborn, Nordrhein-Westfalen","(NW)",6.6,3.04285714285714,4.8018880952381,5,4.2
"Prien am Chiemsee","Bayern","Prien am Chiemsee, Bayern","(BY)",5.21428571428571,1.32857142857143,3.31373888888889,2,14.2
"Bad Kreuznach","Rheinland-Pfalz","Bad Kreuznach, Rheinland-Pfalz","(RP)",6.4,2.81428571428571,4.51575674603175,5,4
"Jena","Thüringen","Jena, Thüringen","(TH)",7.22857142857143,2.47142857142857,4.99167698412698,4,2.4
"Zell (Mosel)","Rheinland-Pfalz","Zell (Mosel), Rheinland-Pfalz","(RP)",6.17142857142857,4.64285714285714,2.68217103174603,4,4.4
"Pirna","Sachsen","Pirna, Sachsen","(SN)",6.94285714285714,2.35714285714286,4.42422658730159,5,4.9
"Bochum","Nordrhein-Westfalen","Bochum, Nordrhein-Westfalen","(NW)",5.71428571428571,4.37142857142857,2.73564007936508,3,8.2
"Laboe","Schleswig-Holstein","Laboe, Schleswig-Holstein","(SH)",7.11428571428571,3.11428571428571,4.51893055555556,5,2
"Chemnitz","Sachsen","Chemnitz, Sachsen","(SN)",6.42857142857143,2.02857142857143,4.47547103174603,5,6
"Grainau","Bayern","Grainau, Bayern","(BY)",4.42857142857143,0.514285714285714,3.38698650793651,3,28.2
"Limburg an der Lahn","Hessen","Limburg an der Lahn, Hessen","(HE)",6.88571428571429,3.61428571428571,5.33363968253968,5,6.8
"Leer","Niedersachsen","Leer, Niedersachsen","(NI)",6.77142857142857,4.48571428571429,4.32574920634921,2,8.3
"Bad Harzburg","Niedersachsen","Bad Harzburg, Niedersachsen","(NI)",6.82857142857143,1.72857142857143,4.0605873015873,5,2.7
"Hopfen am See","Bayern","Hopfen am See, Bayern","(BY)",3.77142857142857,-0.157142857142857,3.38062301587302,2,41.3
"Hohwacht (Ostsee)","Schleswig-Holstein","Hohwacht (Ostsee), Schleswig-Holstein","(SH)",7.17142857142857,3.8,4.60459007936508,5,1.6
"Heilbronn","Baden-Württemberg","Heilbronn, Baden-Württemberg","(BW)",6.72857142857143,3.91428571428571,5.30417619047619,5,1.1
"Schwangau","Bayern","Schwangau, Bayern","(BY)",4.28571428571429,0.114285714285714,3.44309246031746,2,34.2
"Tegernsee","Bayern","Tegernsee, Bayern","(BY)",4.61428571428571,0.514285714285714,3.4653253968254,2,28.4
"Wustrow","Mecklenburg-Vorpommern","Wustrow, Mecklenburg-Vorpommern","(MV)",7.14285714285714,4.35714285714286,4.93627420634921,5,4.8
"Hildesheim","Niedersachsen","Hildesheim, Niedersachsen","(NI)",7.02857142857143,1.97142857142857,4.63071746031746,5,1.9
"Kurort Oybin","Sachsen","Kurort Oybin, Sachsen","(SN)",6.4,0.142857142857143,4.745725,5,12
"Murnau am Staffelsee","Bayern","Murnau am Staffelsee, Bayern","(BY)",4.91428571428571,0.185714285714286,3.30746706349206,2,27.3
"Senftenberg","Brandenburg","Senftenberg, Brandenburg","(BB)",6.91428571428571,2.44285714285714,4.86585198412698,5,6.1
"Bad Salzuflen","Nordrhein-Westfalen","Bad Salzuflen, Nordrhein-Westfalen","(NW)",6.6,2.82857142857143,4.82323650793651,4,4.3
"Hann. Münden","Niedersachsen","Hann. Münden, Niedersachsen","(NI)",6.8,2.1,4.08660992063492,4,6.3
"Hagnau am Bodensee","Baden-Württemberg","Hagnau am Bodensee, Baden-Württemberg","(BW)",5.8,2.88571428571429,3.631475,3,22.6
"Langenargen","Baden-Württemberg","Langenargen, Baden-Württemberg","(BW)",4.37142857142857,3.5,3.21163968253968,3,38
"Wolfsburg","Niedersachsen","Wolfsburg, Niedersachsen","(NI)",6.88571428571429,1.68571428571429,4.74653134920635,5,3.1
"Rerik","Mecklenburg-Vorpommern","Rerik, Mecklenburg-Vorpommern","(MV)",7.37142857142857,3.37142857142857,5.17711428571429,7,0
"Hameln","Niedersachsen","Hameln, Niedersachsen","(NI)",6.68571428571429,2.22857142857143,4.78811071428571,4,3.2
"Möhnesee","Nordrhein-Westfalen","Möhnesee, Nordrhein-Westfalen","(NW)",6.6,2.54285714285714,4.96901031746032,3,5.2
"Schillig","Niedersachsen","Schillig, Niedersachsen","(NI)",6.82857142857143,4.07142857142857,3.50400793650794,4,1.5
"Rathen","Sachsen","Rathen, Sachsen","(SN)",6.88571428571429,2.4,4.51716349206349,5,6.6
"Meißen","Sachsen","Meißen, Sachsen","(SN)",6.88571428571429,2.7,4.41877023809524,5,7.3
"Rottach-Egern","Bayern","Rottach-Egern, Bayern","(BY)",4.61428571428571,0.514285714285714,3.4653253968254,2,28.4
"Eltville am Rhein","Hessen","Eltville am Rhein, Hessen","(HE)",6.74285714285714,3.25714285714286,4.88724841269841,5,3.1
"Bad Muskau","Sachsen","Bad Muskau, Sachsen","(SN)",6.82857142857143,2.01428571428571,4.78319523809524,4,7.1
"Boppard","Rheinland-Pfalz","Boppard, Rheinland-Pfalz","(RP)",6.21428571428571,5.02857142857143,3.62917976190476,3,5.1
"Bad Tölz","Bayern","Bad Tölz, Bayern","(BY)",4.44285714285714,0.614285714285714,3.36397658730159,2,28.9
"Xanten","Nordrhein-Westfalen","Xanten, Nordrhein-Westfalen","(NW)",5.92857142857143,5.14285714285714,4.55536825396825,2,7.2
"Dahme","Schleswig-Holstein","Dahme, Schleswig-Holstein","(SH)",7.2,3.88571428571429,4.6907876984127,5,0.9
"Ruhpolding","Bayern","Ruhpolding, Bayern","(BY)",4.54285714285714,0.614285714285714,3.47028412698413,3,12
