"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Eckernförde","Schleswig-Holstein","Eckernförde, Schleswig-Holstein","(SH)",6.7,2.25,3.67282083333333,0,0.6
"Edersee","Hessen","Edersee, Hessen","(HE)",6,4.85,2.54166388888889,0,1.4
"Rust","Baden-Württemberg","Rust, Baden-Württemberg","(BW)",5.8,8.95,4.86362222222222,0,3.2
"Willingen","Hessen","Willingen, Hessen","(HE)",5.6,2.75,2.86126944444444,0,5
"Emden","Niedersachsen","Emden, Niedersachsen","(NI)",6,-2.25,7.48933888888889,0,0.5
"Göttingen","Niedersachsen","Göttingen, Niedersachsen","(NI)",6.1,6.2,2.14814166666667,0,1.6
"Plau am See","Mecklenburg-Vorpommern","Plau am See, Mecklenburg-Vorpommern","(MV)",6.4,3.7,2.91449444444444,0,2
"Eisenach","Thüringen","Eisenach, Thüringen","(TH)",6.4,6.3,3.82054722222222,0,2.3
"Wangerooge","Niedersachsen","Wangerooge, Niedersachsen","(NI)",6.8,3.85,6.25315416666667,0,2.1
"Winterberg","Nordrhein-Westfalen","Winterberg, Nordrhein-Westfalen","(NW)",5.3,2.05,2.54935972222222,0,4.2
"Rothenburg ob der Tauber","Bayern","Rothenburg ob der Tauber, Bayern","(BY)",6.3,6.05,3.90954583333333,0,4.7
"Ulm","Baden-Württemberg","Ulm, Baden-Württemberg","(BW)",6.1,4.9,3.29687777777778,0,3.4
"Bielefeld","Nordrhein-Westfalen","Bielefeld, Nordrhein-Westfalen","(NW)",6.5,6.45,3.84805416666667,0,2.4
"Bad Neuenahr-Ahrweiler","Rheinland-Pfalz","Bad Neuenahr-Ahrweiler, Rheinland-Pfalz","(RP)",5.6,4.8,0.868255555555556,0,2.6
"Schliersee","Bayern","Schliersee, Bayern","(BY)",6.1,2.5,4.21851666666667,0,8.8
"Essen","Nordrhein-Westfalen","Essen, Nordrhein-Westfalen","(NW)",6.2,2.7,3.68363194444444,0,1.5
"Monschau","Nordrhein-Westfalen","Monschau, Nordrhein-Westfalen","(NW)",5.5,3.05,0.347925,0,2.6
"Fulda","Hessen","Fulda, Hessen","(HE)",5.4,5.75,2.43145972222222,0,3.6
"Ostseebad Sellin","Mecklenburg-Vorpommern","Ostseebad Sellin, Mecklenburg-Vorpommern","(MV)",6.2,2.1,3.62961111111111,0,1.9
"Osnabrück","Niedersachsen","Osnabrück, Niedersachsen","(NI)",6.5,6.05,3.74441944444444,0,2
"Braunschweig","Niedersachsen","Braunschweig, Niedersachsen","(NI)",6.2,6.3,1.96760416666667,0,1.9
"Mittenwald","Bayern","Mittenwald, Bayern","(BY)",6.5,3.3,7.83542361111111,0,6.7
"Lübbenau","Brandenburg","Lübbenau, Brandenburg","(BB)",6.2,4.55,2.3863625,0,1.5
"Marburg an der Lahn","Hessen","Marburg an der Lahn, Hessen","(HE)",6,5.4,2.40131388888889,0,2.1
"Dierhagen","Mecklenburg-Vorpommern","Dierhagen, Mecklenburg-Vorpommern","(MV)",6.6,2.95,3.54281805555556,0,0.7
"Oberstaufen","Bayern","Oberstaufen, Bayern","(BY)",4.5,2.8,1.77758472222222,0,8.9
"Bad Saarow","Brandenburg","Bad Saarow, Brandenburg","(BB)",6.2,4.4,2.88423333333333,0,2.1
"Burg (Spreewald)","Brandenburg","Burg (Spreewald), Brandenburg","(BB)",6.3,4.45,2.69951527777778,0,1.5
"Oldenburg","Niedersachsen","Oldenburg, Niedersachsen","(NI)",6.8,4.8,4.51051527777778,0,1.7
"Duisburg","Nordrhein-Westfalen","Duisburg, Nordrhein-Westfalen","(NW)",6.1,2.5,3.6543875,0,2.3
"Sassnitz","Mecklenburg-Vorpommern","Sassnitz, Mecklenburg-Vorpommern","(MV)",6.3,1.95,3.58947083333333,0,1.4
"Greifswald","Mecklenburg-Vorpommern","Greifswald, Mecklenburg-Vorpommern","(MV)",6.3,2.75,3.62381805555556,0,1.8
"Heiligendamm","Mecklenburg-Vorpommern","Heiligendamm, Mecklenburg-Vorpommern","(MV)",6.6,3.2,3.57463333333333,0,0.9
"Kappeln","Schleswig-Holstein","Kappeln, Schleswig-Holstein","(SH)",6.8,2.15,3.61327222222222,1,0.3
"Norden","Niedersachsen","Norden, Niedersachsen","(NI)",6.1,-2.4,7.46380138888889,2,0
